movie_name,title_year,genres,duration,director_name,movie_imdb_link,content_rating,imdb_score,num_voted_users,num_user_for_reviews
Pineapple Express,2008,Action|Comedy|Crime,117,David Gordon Green,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,R,7,255257,374
Pink Flamingos,1972,Comedy|Crime|Horror,108,John Waters,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1,NC-17,6.1,16792,183
Pink Narcissus,1971,Drama|Fantasy,65,James Bidgood,http://www.imdb.com/title/tt0067580/?ref_=fn_tt_tt_1,Not Rated,6.7,803,16
"Pink Ribbons, Inc.",2011,Documentary,97,Léa Pool,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,Not Rated,7.4,591,10
Pinocchio,1940,Animation|Family|Fantasy|Musical,88,Norman Ferguson,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,Approved,7.5,90360,147
Piranha 3D,2010,Comedy|Horror,88,Alexandre Aja,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,R,5.5,72552,374
Pirate Radio,2009,Comedy|Drama|Music,135,Richard Curtis,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1,R,7.4,90932,209
Pirates of the Caribbean: At World's End,2007,Action|Adventure|Fantasy,169,Gore Verbinski,http://www.imdb.com/title/tt0449088/?ref_=fn_tt_tt_1,PG-13,7.1,471220,1238
Pirates of the Caribbean: Dead Man's Chest,2006,Action|Adventure|Fantasy,151,Gore Verbinski,http://www.imdb.com/title/tt0383574/?ref_=fn_tt_tt_1,PG-13,7.3,522040,1832
Pirates of the Caribbean: On Stranger Tides,2011,Action|Adventure|Fantasy,136,Rob Marshall,http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1,PG-13,6.7,370704,484
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Action|Adventure|Fantasy,143,Gore Verbinski,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,PG-13,8.1,809474,2113
Pitch Black,2000,Horror|Sci-Fi,112,David Twohy,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,R,7.1,193962,805
Pitch Perfect 2,2015,Comedy|Music,115,Elizabeth Banks,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,PG-13,6.5,97697,185
Pitch Perfect,2012,Comedy|Music|Romance,112,Jason Moore,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,PG-13,7.2,213898,250
Pixels,2015,Action|Animation|Comedy|Sci-Fi,106,Chris Columbus,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,PG-13,5.6,89770,342
Pi,1998,Drama|Mystery|Thriller,84,Darren Aronofsky,http://www.imdb.com/title/tt0138704/?ref_=fn_tt_tt_1,R,7.5,142619,586
Planet 51,2009,Adventure|Animation|Comedy|Family|Sci-Fi,91,Jorge Blanco,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,PG,6.1,41259,72
Planet of the Apes,2001,Action|Adventure|Sci-Fi|Thriller,119,Tim Burton,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,PG-13,5.7,177725,1368
Plastic,2014,Action|Comedy|Crime|Drama,102,Julian Gilbey,http://www.imdb.com/title/tt2556874/?ref_=fn_tt_tt_1,R,6,5865,12
Platoon,1986,Drama|War,120,Oliver Stone,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,R,8.1,291603,505
Play It to the Bone,1999,Comedy|Drama|Sport,124,Ron Shelton,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,R,5.4,10100,59
Playing for Keeps,2012,Comedy|Romance|Sport,105,Gabriele Muccino,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1,PG-13,5.7,23916,50
Please Give,2010,Comedy|Drama,90,Nicole Holofcener,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1,R,6.6,9808,53
Plush,2013,Thriller,99,Catherine Hardwicke,http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1,R,5.4,2895,24
Pocahontas,1995,Adventure|Animation|Drama|Family|History|Musical|Romance,84,Mike Gabriel,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,G,6.6,119675,216
Pocketful of Miracles,1961,Comedy|Drama,136,Frank Capra,http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1,Approved,7.3,4313,40
Poetic Justice,1993,Drama|Romance,109,John Singleton,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,R,5.9,8904,31
Point Blank,1967,Crime|Thriller,92,John Boorman,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1,Approved,7.4,13640,128
Point Break,2015,Action|Crime|Sport|Thriller,114,Ericson Core,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,PG-13,5.3,33958,163
Police Academy: Mission to Moscow,1994,Comedy|Crime,83,Alan Metter,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1,PG,3.3,24958,103
Police Academy,1984,Comedy,96,Hugh Wilson,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,R,6.7,87739,133
Pollock,2000,Biography|Drama,122,Ed Harris,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,R,7,23023,148
Poltergeist III,1988,Horror|Thriller,98,Gary Sherman,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,PG-13,4.5,13190,114
Poltergeist,1982,Fantasy|Horror,120,Tobe Hooper,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,PG,7.4,105446,321
Pompeii,2014,Action|Adventure|Drama|History|Romance,105,Paul W.S. Anderson,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,PG-13,5.6,84508,308
Pontypool,2008,Fantasy|Horror,95,Bruce McDonald,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,Not Rated,6.7,22212,142
Pooh's Heffalump Movie,2005,Animation|Family|Fantasy|Mystery,68,Frank Nissen,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,G,6.4,4180,32
Poolhall Junkies,2002,Drama|Thriller,99,Mars Callahan,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,R,7,8535,113
Pootie Tang,2001,Action|Adventure|Comedy|Musical,81,Louis C.K.,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,PG-13,5.2,11399,131
Porky's,1981,Comedy,94,Bob Clark,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,R,6.2,31260,152
Poseidon,2006,Action|Adventure|Drama|Thriller,98,Wolfgang Petersen,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,PG-13,5.6,82380,629
Post Grad,2009,Comedy|Romance,88,Vicky Jenson,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,PG-13,5.3,11498,53
Poultrygeist: Night of the Chicken Dead,2006,Comedy|Horror|Musical,103,Lloyd Kaufman,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,Unrated,6.2,5931,58
Pound of Flesh,2015,Action|Thriller,104,Ernie Barbarash,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,R,5.1,4099,29
Practical Magic,1998,Comedy|Drama|Fantasy|Romance,104,Griffin Dunne,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,PG-13,6.1,55749,257
Preacher,,Adventure|Drama|Fantasy|Mystery,60,,http://www.imdb.com/title/tt5016504/?ref_=fn_tt_tt_1,TV-MA,8.3,22848,85
Precious,2009,Drama,109,Lee Daniels,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,R,7.3,86956,275
Predator 2,1990,Action|Horror|Sci-Fi,103,Stephen Hopkins,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,R,6.2,105478,291
Predators,2010,Action|Adventure|Sci-Fi|Thriller,107,Nimród Antal,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,R,6.4,171418,619
Predator,1987,Action|Horror|Sci-Fi,107,John McTiernan,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,R,7.8,290949,629
Prefontaine,1997,Biography|Drama|Romance|Sport,106,Steve James,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,PG-13,6.8,5673,37
Premium Rush,2012,Action|Crime|Thriller,91,David Koepp,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1,PG-13,6.5,95274,178
Premonition,2007,Drama|Mystery|Thriller,96,Mennan Yapo,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,PG-13,5.9,62364,337
Pretty Woman,1990,Comedy|Romance,125,Garry Marshall,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,R,6.9,213476,271
Pride & Prejudice,2005,Drama|Romance,135,Joe Wright,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,PG,7.8,193455,1058
Pride and Glory,2008,Crime|Drama|Thriller,130,Gavin O'Connor,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,R,6.7,53053,132
Pride and Prejudice and Zombies,2016,Action|Horror|Romance,108,Burr Steers,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,PG-13,5.8,23775,134
Priest,2011,Action|Fantasy|Horror|Sci-Fi|Thriller,87,Scott Stewart,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,PG-13,5.7,97089,233
Primary Colors,1998,Comedy|Drama,143,Mike Nichols,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,R,6.7,23940,157
Primer,2004,Drama|Sci-Fi|Thriller,77,Shane Carruth,http://www.imdb.com/title/tt0390384/?ref_=fn_tt_tt_1,PG-13,7,72639,371
Prince of Persia: The Sands of Time,2010,Action|Adventure|Fantasy|Romance,116,Mike Newell,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1,PG-13,6.6,222403,453
Princess Kaiulani,2009,Drama,97,Marc Forby,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,PG,6.2,1201,14
Prisoners,2013,Crime|Drama|Mystery|Thriller,153,Denis Villeneuve,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,R,8.1,383591,620
Prison,1987,Crime|Drama|Horror|Thriller,102,Renny Harlin,http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1,R,5.9,2705,38
Private Benjamin,1980,Comedy|War,109,Howard Zieff,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,R,6.1,18140,60
Project Almanac,2015,Sci-Fi|Thriller,106,Dean Israelite,http://www.imdb.com/title/tt2436386/?ref_=fn_tt_tt_1,PG-13,6.4,57349,177
Project X,2012,Comedy|Crime,93,Nima Nourizadeh,http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1,R,6.7,157051,261
Prom Night,2008,Horror|Mystery,89,Nelson McCormick,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,PG-13,3.9,27664,260
Prometheus,2012,Adventure|Mystery|Sci-Fi,124,Ridley Scott,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,R,7,456260,2326
Promised Land,2012,Drama,106,Gus Van Sant,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,R,6.6,30284,102
Prom,2011,Comedy|Drama,104,Joe Nussbaum,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,PG,5.4,12702,32
Proof of Life,2000,Action|Drama|Thriller,135,Taylor Hackford,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,R,6.2,49300,265
Prophecy,1979,Horror|Sci-Fi,102,John Frankenheimer,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,PG,5.4,3000,75
Proud,2004,Drama,87,Mary Pat Kelly,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,PG,5.8,275,22
Psycho Beach Party,2000,Comedy|Horror|Mystery,85,Robert Lee King,http://www.imdb.com/title/tt0206226/?ref_=fn_tt_tt_1,Unrated,6.3,4617,93
Psycho,1960,Horror|Mystery|Thriller,108,Alfred Hitchcock,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,R,8.5,422432,1040
Psych,,Comedy|Crime|Mystery,44,,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1,TV-PG,8.4,67315,127
Public Enemies,2009,Biography|Crime|Drama|History|Romance,140,Michael Mann,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,R,7,230931,585
Pulp Fiction,1994,Crime|Drama,178,Quentin Tarantino,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1,R,8.9,1324680,2195
Pulse,2006,Drama|Horror|Sci-Fi|Thriller,90,Jim Sonzero,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,PG-13,4.7,24969,258
Punch-Drunk Love,2002,Comedy|Drama|Romance|Thriller,95,Paul Thomas Anderson,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,R,7.3,109855,888
Punisher: War Zone,2008,Action|Crime|Drama|Thriller,103,Lexi Alexander,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,R,6,48999,280
Purple Violets,2007,Comedy|Drama|Romance,103,Edward Burns,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1,,6.6,2727,19
Pushing Tin,1999,Comedy|Drama|Romance,124,Mike Newell,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,R,6,24826,175
Puss in Boots,2011,Action|Adventure|Animation|Comedy|Family|Fantasy,90,Chris Miller,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,PG,6.7,114287,137
Quantum of Solace,2008,Action|Adventure,106,Marc Forster,http://www.imdb.com/title/tt0830515/?ref_=fn_tt_tt_1,PG-13,6.7,330784,1243
Quarantine,2008,Horror|Sci-Fi|Thriller,89,John Erick Dowdle,http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1,R,6,57446,369
Quartet,2012,Comedy|Drama,98,Dustin Hoffman,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,PG-13,6.8,15684,126
Queen Crab,2015,Action|Sci-Fi|Thriller,80,Brett Piper,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1,,4.5,48,18
Queen of the Damned,2002,Drama|Fantasy|Horror,101,Michael Rymer,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,R,5.2,43991,695
Queen of the Mountains,2014,Action|Biography|Drama|History,135,Sadyk Sher-Niyaz,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,PG-13,8.7,3144,24
Quigley Down Under,1990,Action|Adventure|Drama|Romance|Western,119,Simon Wincer,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,PG-13,6.8,15230,97
Quills,2000,Biography|Drama,124,Philip Kaufman,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,R,7.4,44795,314
Quo Vadis,1951,Biography|Drama|History|Romance,171,Mervyn LeRoy,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,Passed,7.2,9808,90
R.I.P.D.,2013,Action|Comedy|Fantasy,96,Robert Schwentke,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,PG-13,5.6,91640,210
R.L. Stine's Monsterville: The Cabinet of Souls,2015,Comedy,85,Peter DeLuise,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,PG,5.9,917,4
RED 2,2013,Action|Comedy|Crime|Thriller,116,Dean Parisot,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,PG-13,6.7,125036,205
RED,2010,Action|Comedy|Crime|Thriller,111,Robert Schwentke,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,PG-13,7.1,238916,328
Rabbit Hole,2010,Drama,91,John Cameron Mitchell,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,PG-13,7,40618,144
Race to Witch Mountain,2009,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,98,Andy Fickman,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,PG,5.7,43328,110
Race,2016,Biography|Drama|Sport,134,Stephen Hopkins,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,PG-13,7.1,11744,49
Rachel Getting Married,2008,Drama|Romance,113,Jonathan Demme,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,R,6.7,41226,281
Racing Stripes,2005,Adventure|Comedy|Drama|Family|Sport,102,Frederik Du Chau,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,PG,5.2,12570,86
Radio Days,1987,Comedy,88,Woody Allen,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,PG,7.6,24256,91
Radio Flyer,1992,Drama,114,Richard Donner,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,PG-13,6.9,10410,71
Radio,2003,Biography|Drama|Sport,109,Michael Tollin,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1,PG,6.9,32370,196
Raging Bull,1980,Biography|Drama|Sport,121,Martin Scorsese,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,R,8.3,235133,494
Raiders of the Lost Ark,1981,Action|Adventure,115,Steven Spielberg,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,PG,8.5,661017,771
Rain Man,1988,Drama,133,Barry Levinson,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,R,8,383784,331
Raise Your Voice,2004,Family|Music|Romance,103,Sean McNamara,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,PG,5.9,22649,212
Raise the Titanic,1980,Action|Adventure|Drama|Thriller,119,Jerry Jameson,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,PG,4.7,2933,70
Raising Cain,1992,Crime|Drama|Thriller,91,Brian De Palma,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,R,6,9903,80
Raising Helen,2004,Comedy|Drama|Romance,119,Garry Marshall,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,PG-13,6,30890,106
Raising Victor Vargas,2002,Drama|Romance,88,Peter Sollett,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,R,7.2,4743,135
Ramanujan,2014,Biography|Drama|History,153,Gnana Rajasekaran,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,,7,102,1
Rambo III,1988,Action|Adventure|Thriller|War,87,Peter MacDonald,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,R,5.7,92106,171
Rambo: First Blood Part II,1985,Action|Adventure|Thriller|War,96,George P. Cosmatos,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,R,6.4,117606,217
Ramona and Beezus,2010,Adventure|Comedy|Family|Fantasy,103,Elizabeth Allen Rosenbaum,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,G,6.7,13874,52
Rampage,2009,Action|Crime|Thriller,80,Uwe Boll,http://www.imdb.com/title/tt1337057/?ref_=fn_tt_tt_1,R,6.3,15091,129
Random Hearts,1999,Drama|Mystery|Romance,133,Sydney Pollack,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,R,5.1,17025,290
Rango,2011,Adventure|Animation|Comedy|Family|Western,107,Gore Verbinski,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,PG,7.2,183208,337
Ransom,1996,Crime|Thriller,139,Ron Howard,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,R,6.6,98989,158
Rapa Nui,1994,Action|Adventure|Drama|History|Romance,107,Kevin Reynolds,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,R,6.4,3843,25
Rat Race,2001,Adventure|Comedy,112,Jerry Zucker,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,PG-13,6.4,93367,497
Ratatouille,2007,Animation|Comedy|Family|Fantasy,111,Brad Bird,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,G,8,473887,626
Ravenous,1999,Fantasy|Horror|Thriller,101,Antonia Bird,http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,R,7.1,29990,316
Raymond Did It,2011,Horror,83,Travis Legge,http://www.imdb.com/title/tt1716760/?ref_=fn_tt_tt_1,Unrated,3.2,192,6
Ray,2004,Biography|Drama|Music,178,Taylor Hackford,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,PG-13,7.7,110394,433
Re-Kill,2015,Action|Horror,88,Valeri Milev,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,R,5.1,1763,26
Ready to Rumble,2000,Comedy|Sport,107,Brian Robbins,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,PG-13,5.3,11709,101
Real Steel,2011,Action|Drama|Sci-Fi|Sport,127,Shawn Levy,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,PG-13,7.1,254841,426
Real Women Have Curves,2002,Comedy|Drama,90,Patricia Cardoso,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1,PG-13,7,6000,109
Rebecca,1940,Drama|Film-Noir|Mystery|Thriller,130,Alfred Hitchcock,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,Not Rated,8.2,87424,276
Recess: School's Out,2001,Animation|Comedy|Family|Mystery|Sci-Fi,82,Chuck Sheetz,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,G,6.5,6808,38
Red Dawn,1984,Action|Drama|War,114,John Milius,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1,PG-13,6.4,41776,383
Red Dog,2011,Biography|Comedy|Drama|Family|Romance,92,Kriv Stenders,http://www.imdb.com/title/tt0803061/?ref_=fn_tt_tt_1,PG,7.5,13003,80
Red Dragon,2002,Crime|Drama|Thriller,124,Brett Ratner,http://www.imdb.com/title/tt0289765/?ref_=fn_tt_tt_1,R,7.2,204063,764
Red Eye,2005,Mystery|Thriller,85,Wes Craven,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,PG-13,6.5,94108,673
Red Lights,2012,Drama|Horror|Mystery|Thriller,114,Rodrigo Cortés,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,R,6.2,48162,140
Red Planet,2000,Action|Sci-Fi|Thriller,106,Antony Hoffman,http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1,PG-13,5.7,47612,348
Red Riding Hood,2011,Fantasy|Horror|Mystery|Thriller,100,Catherine Hardwicke,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,PG-13,5.4,91151,283
Red Riding: In the Year of Our Lord 1974,2009,Crime|Drama|Mystery|Thriller,102,Julian Jarrold,http://www.imdb.com/title/tt1259574/?ref_=fn_tt_tt_1,Not Rated,7.1,9305,44
Red River,1948,Action|Adventure|Romance|Western,126,Howard Hawks,http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1,Approved,7.8,21316,162
Red Sky,2014,Action|Thriller,100,Mario Van Peebles,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,PG-13,4.1,1084,11
Red Sonja,1985,Action|Adventure|Fantasy,89,Richard Fleischer,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,PG-13,5,30215,95
Red State,2011,Action|Crime|Horror|Thriller,88,Kevin Smith,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,R,6.2,53342,287
Red Tails,2012,Action|Adventure|Drama|History|War,125,Anthony Hemingway,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,PG-13,5.9,28807,273
Redacted,2007,Crime|Thriller|War,90,Brian De Palma,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,R,6.2,8824,108
Redbelt,2008,Drama|Sport,99,David Mamet,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,R,6.8,18561,119
Redemption Road,2010,Drama,95,Mario Van Peebles,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,PG-13,5.9,440,9
Reds,1981,Biography|Drama|History|Romance,195,Warren Beatty,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,PG,7.5,16255,127
Regression,2015,Crime|Drama|Mystery|Thriller,106,Alejandro Amenábar,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,R,5.7,20821,62
Reign Over Me,2007,Drama,124,Mike Binder,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,R,7.5,83786,231
Reign of Fire,2002,Action|Adventure|Fantasy|Sci-Fi|Thriller,101,Rob Bowman,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,PG-13,6.2,107859,569
Reindeer Games,2000,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,124,John Frankenheimer,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,R,5.7,31113,212
Religulous,2008,Comedy|Documentary|War,101,Larry Charles,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,R,7.7,52286,345
Remember Me,2010,Drama|Romance,113,Allen Coulter,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,PG-13,7.2,113963,361
Remember the Titans,2000,Biography|Drama|Sport,120,Boaz Yakin,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,PG,7.8,160776,402
Renaissance Man,1994,Comedy|Drama,128,Penny Marshall,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,PG-13,6.1,13830,61
Renaissance,2006,Action|Animation|Sci-Fi|Thriller,105,Christian Volckman,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,R,6.7,14325,90
Rendition,2007,Drama|Thriller,122,Gavin Hood,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,R,6.8,47203,197
Reno 911!: Miami,2007,Comedy|Crime,84,Robert Ben Garant,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,R,5.9,23928,73
Rent,2005,Drama|Musical|Romance,135,Chris Columbus,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,PG-13,7,41685,754
Repo Man,1984,Comedy|Crime|Sci-Fi|Thriller,92,Alex Cox,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,R,6.9,25332,148
Repo Men,2010,Action|Crime|Sci-Fi|Thriller,119,Miguel Sapochnik,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,R,6.3,87768,187
Repo! The Genetic Opera,2008,Horror|Musical|Sci-Fi,150,Darren Lynn Bousman,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,R,6.7,20419,259
Requiem for a Dream,2000,Drama,102,Darren Aronofsky,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,R,8.4,573541,1916
Rescue Dawn,2006,Adventure|Biography|Drama|War,120,Werner Herzog,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,PG-13,7.3,84641,205
Reservoir Dogs,1992,Crime|Drama|Thriller,99,Quentin Tarantino,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,R,8.4,664719,931
Resident Evil: Afterlife,2010,Action|Adventure|Horror|Sci-Fi,97,Paul W.S. Anderson,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,R,5.9,131447,410
Resident Evil: Apocalypse,2004,Action|Horror|Sci-Fi|Thriller,98,Alexander Witt,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,R,6.2,151580,672
Resident Evil: Extinction,2007,Action|Horror|Sci-Fi|Thriller,94,Russell Mulcahy,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,R,6.3,149549,348
