movie_name,title_year,num_voted_users,movie_imdb_link,num_user_for_reviews,imdb_score,num_critic_for_reviews
Mean Girls,2004,245989,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,554,7,159
Mean Machine,2001,29463,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,84,6.5,54
Mean Streets,1973,67797,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,223,7.4,112
Medicine Man,1992,17443,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,56,6,25
Meek's Cutoff,2010,8204,http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1,98,6.5,200
Meet Dave,2008,31640,http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1,109,4.9,127
Meet Joe Black,1998,169023,http://www.imdb.com/title/tt0119643/?ref_=fn_tt_tt_1,703,7.1,98
Meet the Browns,,1922,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,20,3.5,3
Meet the Deedles,1998,2265,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,37,3.9,18
Meet the Fockers,2004,211296,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,428,6.3,141
Meet the Parents,2000,260442,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,507,7,150
Meet the Spartans,2008,88518,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,409,2.7,111
Megaforce,1982,2541,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,54,3.5,40
Megamind,2010,172754,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,187,7.3,233
Megiddo: The Omega Code 2,2001,2253,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,111,4.1,18
Melancholia,2011,128729,http://www.imdb.com/title/tt1527186/?ref_=fn_tt_tt_1,551,7.1,439
Memento,2000,845580,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,2067,8.5,274
Memoirs of a Geisha,2005,119286,http://www.imdb.com/title/tt0397535/?ref_=fn_tt_tt_1,548,7.3,229
Memoirs of an Invisible Man,1992,17365,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66,5.9,40
Men in Black,1997,403014,http://www.imdb.com/title/tt0119654/?ref_=fn_tt_tt_1,289,7.3,175
Men in Black 3,2012,268154,http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1,341,6.8,451
Men in Black II,2002,270207,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606,6.1,208
Men of Honor,2000,89424,http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1,224,7.2,98
Men of War,1994,2989,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,38,5.8,19
Men with Brooms,2002,3709,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,83,6,9
Menace II Society,1993,39508,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,96,7.5,28
Mercury Rising,1998,54314,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127,6.1,79
Mercy Streets,2000,448,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,16,5.6,15
Message in a Bottle,1999,28942,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,223,6.1,85
Metallica Through the Never,2013,13359,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,56,7.2,103
Meteor,1979,5237,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,90,4.9,42
Metropolis,1927,111841,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,413,8.3,260
Metropolitan,1990,7143,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,52,7.5,71
Mi America,2015,22,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,1,7.2,4
Miami Vice,,16769,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,74,7.5,21
Michael Clayton,2007,133367,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,363,7.3,299
Michael Collins,1996,24145,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,93,7.1,44
Michael Jordan to the Max,2000,1723,http://www.imdb.com/title/tt0245280/?ref_=fn_tt_tt_1,13,7.5,14
Mickey Blue Eyes,1999,29968,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,117,5.8,90
Micmacs,2009,24657,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,71,7.2,213
Middle of Nowhere,2012,1034,http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1,10,6.5,37
Midnight Cabaret,1990,47,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,4,4.5,1
Midnight Cowboy,1969,76616,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,334,7.9,88
Midnight in Paris,2011,301149,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,509,7.7,487
Midnight in the Garden of Good and Evil,1997,31751,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,216,6.6,91
Midnight Run,1988,54042,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,215,7.6,77
Midnight Special,2016,31359,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,156,6.7,263
Mighty Joe Young,1998,22955,http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1,88,5.6,35
Milk,2008,136673,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,281,7.6,324
Million Dollar Arm,2014,35833,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,96,7,151
Million Dollar Baby,2004,482064,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,1106,8.1,268
Mindhunters,2004,49405,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,226,6.4,127
Minions,2015,142403,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275,6.4,308
Minority Report,2002,399651,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,1331,7.7,252
Miracle,2004,36636,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,289,7.5,129
Miracle at St. Anna,2008,15697,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,182,6,158
Miracles from Heaven,2016,6276,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55,6.8,63
Mirror Mirror,2012,70838,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,208,5.6,382
Mirrormask,2005,20275,http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1,151,6.9,116
Mirrors,2008,86205,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,232,6.2,208
Misconduct,2016,6935,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,50,5.3,38
Miss Congeniality,2000,137377,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,370,6.2,140
Miss Congeniality 2: Armed and Fabulous,2005,51252,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,156,5,111
Miss Julie,2014,2894,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,14,5.6,88
Miss March,2009,18313,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,73,5.1,76
Miss Potter,2006,23864,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,142,7,124
Mission to Mars,2000,60467,http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1,949,5.6,181
Mission: Impossible,1996,300542,http://www.imdb.com/title/tt0117060/?ref_=fn_tt_tt_1,378,7.1,154
Mission: Impossible - Ghost Protocol,2011,365104,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512,7.4,432
Mission: Impossible - Rogue Nation,2015,232187,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,440,7.4,465
Mission: Impossible II,2000,242188,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,1426,6.1,237
Mission: Impossible III,2006,256695,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871,6.9,310
Mississippi Mermaid,1969,4391,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,26,7.2,35
Mo' Better Blues,1990,8295,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,30,6.5,23
Moby Dick,1956,13474,http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1,115,7.4,42
Modern Problems,1981,3904,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,48,5,14
Modern Times,1936,143086,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,211,8.6,120
Molière,2007,5166,http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1,27,7.3,78
Molly,1999,2295,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1,40,5.8,16
Mommie Dearest,1981,10564,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,161,6.7,74
Moms' Night Out,2014,10483,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,125,5.4,49
Mona Lisa Smile,2003,61490,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1,264,6.4,141
Mondays in the Sun,2002,9913,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,38,7.7,64
Money Monster,2016,19611,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,6.7,268
Money Talks,1997,22748,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,41,6.1,29
Money Train,1995,32224,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,62,5.6,40
Moneyball,2011,283563,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,312,7.6,419
Mongol: The Rise of Genghis Khan,2007,37635,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,165,7.3,160
Monkeybone,2001,14280,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171,4.7,74
Monsoon Wedding,2001,19397,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,7.4,137
Monster,2003,105568,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,533,7.3,185
Monster House,2006,71137,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,6.6,190
Monster-in-Law,2005,43358,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,228,5.5,132
Monsters,2010,75669,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,451,6.4,344
Monster's Ball,2001,71495,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,522,7.1,153
Monsters University,2013,235025,http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1,265,7.3,376
Monsters vs. Aliens,2009,114553,http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,187,6.5,219
"Monsters, Inc.",2001,585659,http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1,593,8.1,250
Monte Carlo,2011,32951,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44,5.8,94
Monty Python and the Holy Grail,1975,382240,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,660,8.3,131
Moon,2009,260607,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,485,7.9,415
Moonlight Mile,2002,11983,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,147,6.7,111
Moonraker,1979,69534,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,294,6.3,121
Moonrise Kingdom,2012,237848,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,377,7.8,487
Mooz-Lum,2010,919,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,14,6.7,8
Morning Glory,2010,58871,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,156,6.5,212
Mortal Kombat,1995,81783,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,283,5.8,72
Mortal Kombat: Annihilation,1997,36363,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,256,3.7,59
Mortdecai,2015,47320,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,188,5.5,181
Morvern Callar,2002,6906,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,111,6.7,75
Mother and Child,2009,9727,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,65,7.2,161
Motherhood,2009,3662,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,23,4.7,43
Moulin Rouge!,2001,224013,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,2319,7.6,209
Movie 43,2013,79146,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,352,4.3,180
Mozart's Sister,2010,1213,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,17,6.4,50
Mr 3000,2004,12164,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63,5.5,63
Mr. & Mrs. Smith,2005,348861,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,798,6.5,233
Mr. Bean's Holiday,2007,88714,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,235,6.3,151
Mr. Church,2016,63,http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1,5,8,5
Mr. Deeds,2002,110432,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,309,5.8,117
Mr. Holland's Opus,1995,30230,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,154,7.3,42
Mr. Nice Guy,1997,19774,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,70,6.2,63
Mr. Peabody & Sherman,2014,47900,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130,6.9,196
Mr. Popper's Penguins,2011,67191,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,6,189
Mr. Smith Goes to Washington,1939,77392,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,245,8.2,96
Mr. Turner,2014,17933,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165,6.8,262
Mrs Henderson Presents,2005,13505,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,180,7.1,137
Mrs. Doubtfire,1993,181380,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,223,6.9,57
Mrs. Winterbourne,1996,5668,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,50,6.2,20
Much Ado About Nothing,1993,37269,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,165,7.4,41
Mud,2012,135286,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,261,7.4,368
Mulan,1998,171792,http://www.imdb.com/title/tt0120762/?ref_=fn_tt_tt_1,222,7.5,143
Mulholland Drive,2001,235992,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,1768,8,252
Multiplicity,1996,24757,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81,6,43
Mumford,1999,8134,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,123,6.9,65
Munich,2005,176936,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,824,7.6,298
Muppets from Space,1999,14637,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,100,6.2,70
Muppets Most Wanted,2014,24285,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,110,6.4,277
Murder by Numbers,2002,43575,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,302,6.1,136
Murderball,2005,9037,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,70,7.8,110
Music and Lyrics,2007,81334,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,291,6.5,175
Must Love Dogs,2005,25883,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,262,5.9,120
Mutant World,2014,459,http://www.imdb.com/title/tt3626436/?ref_=fn_tt_tt_1,10,2.8,4
Mutual Appreciation,2005,1578,http://www.imdb.com/title/tt0446747/?ref_=fn_tt_tt_1,23,6.9,52
Mutual Friends,2013,64,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,3,6.8,3
My Baby's Daddy,2004,3119,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,18,4.5,33
My Beautiful Laundrette,1985,10577,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,64,6.9,46
My Best Friend's Girl,2008,36983,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,100,5.9,80
My Best Friend's Wedding,1997,98199,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,169,6.3,84
My Big Fat Greek Wedding,2002,102071,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,756,6.6,168
My Big Fat Greek Wedding 2,2016,13562,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,6.1,156
My Big Fat Independent Movie,2005,1257,http://www.imdb.com/title/tt0385890/?ref_=fn_tt_tt_1,24,3.3,14
My Bloody Valentine,2009,45603,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268,5.5,264
My Blueberry Nights,2007,44208,http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1,117,6.7,192
My Boss's Daughter,2003,24038,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123,4.6,56
My Cousin Vinny,1992,82743,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,201,7.5,54
My Date with Drew,2004,4285,http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1,84,6.6,43
My Dog Skip,2000,16651,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,149,7,79
My Dog Tulip,2009,1272,http://www.imdb.com/title/tt0843358/?ref_=fn_tt_tt_1,15,6.9,51
My Fair Lady,1964,66959,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,258,7.9,82
My Favorite Martian,1999,10883,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,73,4.9,49
My Fellow Americans,1996,12278,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,71,6.5,27
My Girl,1991,55895,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,115,6.8,31
My Last Day Without You,2011,982,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,12,5.7,21
My Life in Ruins,2009,15033,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,75,5.9,112
My Life Without Me,2003,21202,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,134,7.6,72
My Lucky Star,2013,322,http://www.imdb.com/title/tt2102502/?ref_=fn_tt_tt_1,2,5.1,11
My Name Is Bruce,2007,21379,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,88,6.3,100
My Name Is Khan,2010,69759,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,235,8,210
My Own Private Idaho,1991,36996,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,153,7.1,63
My Sister's Keeper,2009,74476,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,184,7.4,148
My Soul to Take,2010,16411,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136,4.8,160
My Stepmother Is an Alien,1988,21079,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,55,5.2,15
My Summer of Love,2004,16349,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,103,6.8,124
My Super Ex-Girlfriend,2006,53884,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,203,5.1,147
My Week with Marilyn,2011,71679,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,216,7,386
Mystery Men,1999,53970,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,435,6,125
"Mystery, Alaska",1999,22250,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,123,6.7,74
Mystic Pizza,1988,18286,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,73,6.2,34
Mystic River,2003,338415,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,935,8,229
Nacho Libre,2006,65551,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,441,5.7,163
Naked Gun 33 1/3: The Final Insult,1994,76850,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,85,6.4,43
Namastey London,2007,13577,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,47,7.3,15
Nancy Drew,2007,15877,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102,5.9,93
Nanny McPhee,2005,49676,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181,6.6,128
Nanny McPhee Returns,2010,19230,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,59,6.1,97
Napoleon Dynamite,2004,161448,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,1473,6.9,220
Narc,2002,34098,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,214,7.2,127
National Lampoon's Vacation,1983,71183,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,7.4,55
National Treasure,2004,255447,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,692,6.9,193
Naturally Native,1998,103,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,6,6.5,2
Navy Seals vs. Zombies,2015,928,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,14,3.4,21
Neal 'N' Nikki,2005,1167,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,24,3.3,5
Nebraska,2013,91082,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,274,7.8,433
Need for Speed,2014,136954,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,346,6.5,327
Neighbors,2014,216581,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397,6.4,351
Neighbors 2: Sorority Rising,2016,28041,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,111,6,177
Nerve,2016,4303,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,35,7.1,86
Network,1976,103493,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,317,8.1,161
Never Again,2001,709,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,34,6,25
Never Back Down,2008,80556,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,184,6.6,140
Never Back Down 2: The Beatdown,2011,13599,http://www.imdb.com/title/tt1754264/?ref_=fn_tt_tt_1,30,5.8,23
Never Let Me Go,2010,109873,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,320,7.2,328
Never Say Never Again,1983,48636,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,214,6.2,89
New in Town,2009,17461,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,78,5.6,121
New Nightmare,1994,38191,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,271,6.4,109
New Year's Eve,2011,66579,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,5.7,200
New York Minute,2004,17722,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111,4.8,70
New York Stories,1989,13692,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,55,6.4,42
"New York, New York",1977,13548,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,75,6.7,59
Newlyweds,2011,1338,http://www.imdb.com/title/tt1880418/?ref_=fn_tt_tt_1,14,6.4,14
Next Day Air,2009,8265,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,20,5.9,49
Next Friday,2000,27492,http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1,84,6.1,55
Next Stop Wonderland,1998,4195,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86,6.7,38
Niagara,1953,11047,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,116,7.1,74
Nicholas Nickleby,2002,9395,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,103,7.2,80
Nick and Norah's Infinite Playlist,2008,74887,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,129,6.7,166
Night at the Museum,2006,234480,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,444,6.4,179
Night at the Museum: Battle of the Smithsonian,2009,130272,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209,5.9,185
Night at the Museum: Secret of the Tomb,2014,67223,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,126,6.2,154
Night of the Living Dead,1968,87978,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,580,8,284
Night Watch,2004,47097,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,310,6.5,232
Nightcrawler,2014,293304,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,552,7.9,534
Nighthawks,1981,12519,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,107,6.4,36
Nikita,,42402,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,83,7.7,27
Nim's Island,2008,28109,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,110,6,139
Nine,2009,37446,http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,232,5.8,205
Nine Dead,2010,9280,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,64,5.5,25
Nine Queens,2000,38215,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,125,7.9,94
Ninja Assassin,2009,58349,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,194,6.4,235
Nixon,1995,23996,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,161,7.1,83
No Country for Old Men,2007,612060,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,1518,8.1,488
No End in Sight,2007,7314,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,55,8.3,79
No Escape,2015,48675,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,214,6.8,203
No Good Deed,2014,12676,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84,5.6,58
No Man's Land: The Rise of Reeker,2008,2701,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,31,4.9,21
No Reservations,2007,59068,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,128,6.3,171
No Strings Attached,2011,168717,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,6.2,245
No Vacancy,2012,1561,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1,21,4.2,14
Noah,2014,200022,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,1240,5.8,434
Nomad: The Warrior,2005,3322,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32,6,30
Non-Stop,2014,200647,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,384,7,359
North Country,2005,32815,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,214,7.3,155
Northfork,2003,4894,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,122,6.4,60
Not Another Teen Movie,2001,80305,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,393,5.7,97
Not Cool,2014,4167,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,72,5.1,6
